Date,Year,Year,MonthName,DayOfMonth,DayOfWeekName,QuarterInCalendar.1
30-09-2018,2018,2018,September,30,Sunday,Q3
01-07-2019,2019,2019,July,1,Monday,Q3
02-07-2019,2019,2019,July,2,Tuesday,Q3
03-07-2019,2019,2019,July,3,Wednesday,Q3
04-07-2019,2019,2019,July,4,Thursday,Q3
05-07-2019,2019,2019,July,5,Friday,Q3
06-07-2019,2019,2019,July,6,Saturday,Q3
07-07-2019,2019,2019,July,7,Sunday,Q3
08-07-2019,2019,2019,July,8,Monday,Q3
09-07-2019,2019,2019,July,9,Tuesday,Q3
10-07-2019,2019,2019,July,10,Wednesday,Q3
11-07-2019,2019,2019,July,11,Thursday,Q3
12-07-2019,2019,2019,July,12,Friday,Q3
13-07-2019,2019,2019,July,13,Saturday,Q3
14-07-2019,2019,2019,July,14,Sunday,Q3
15-07-2019,2019,2019,July,15,Monday,Q3
16-07-2019,2019,2019,July,16,Tuesday,Q3
17-07-2019,2019,2019,July,17,Wednesday,Q3
18-07-2019,2019,2019,July,18,Thursday,Q3
19-07-2019,2019,2019,July,19,Friday,Q3
20-07-2019,2019,2019,July,20,Saturday,Q3
21-07-2019,2019,2019,July,21,Sunday,Q3
22-07-2019,2019,2019,July,22,Monday,Q3
23-07-2019,2019,2019,July,23,Tuesday,Q3
24-07-2019,2019,2019,July,24,Wednesday,Q3
25-07-2019,2019,2019,July,25,Thursday,Q3
26-07-2019,2019,2019,July,26,Friday,Q3
27-07-2019,2019,2019,July,27,Saturday,Q3
28-07-2019,2019,2019,July,28,Sunday,Q3
29-07-2019,2019,2019,July,29,Monday,Q3
30-07-2019,2019,2019,July,30,Tuesday,Q3
31-07-2019,2019,2019,July,31,Wednesday,Q3
01-08-2019,2019,2019,August,1,Thursday,Q3
02-08-2019,2019,2019,August,2,Friday,Q3
03-08-2019,2019,2019,August,3,Saturday,Q3
04-08-2019,2019,2019,August,4,Sunday,Q3
05-08-2019,2019,2019,August,5,Monday,Q3
06-08-2019,2019,2019,August,6,Tuesday,Q3
07-08-2019,2019,2019,August,7,Wednesday,Q3
08-08-2019,2019,2019,August,8,Thursday,Q3
09-08-2019,2019,2019,August,9,Friday,Q3
10-08-2019,2019,2019,August,10,Saturday,Q3
11-08-2019,2019,2019,August,11,Sunday,Q3
12-08-2019,2019,2019,August,12,Monday,Q3
13-08-2019,2019,2019,August,13,Tuesday,Q3
14-08-2019,2019,2019,August,14,Wednesday,Q3
15-08-2019,2019,2019,August,15,Thursday,Q3
16-08-2019,2019,2019,August,16,Friday,Q3
17-08-2019,2019,2019,August,17,Saturday,Q3
18-08-2019,2019,2019,August,18,Sunday,Q3
19-08-2019,2019,2019,August,19,Monday,Q3
20-08-2019,2019,2019,August,20,Tuesday,Q3
21-08-2019,2019,2019,August,21,Wednesday,Q3
22-08-2019,2019,2019,August,22,Thursday,Q3
23-08-2019,2019,2019,August,23,Friday,Q3
24-08-2019,2019,2019,August,24,Saturday,Q3
25-08-2019,2019,2019,August,25,Sunday,Q3
26-08-2019,2019,2019,August,26,Monday,Q3
27-08-2019,2019,2019,August,27,Tuesday,Q3
28-08-2019,2019,2019,August,28,Wednesday,Q3
29-08-2019,2019,2019,August,29,Thursday,Q3
30-08-2019,2019,2019,August,30,Friday,Q3
31-08-2019,2019,2019,August,31,Saturday,Q3
01-09-2019,2019,2019,September,1,Sunday,Q3
02-09-2019,2019,2019,September,2,Monday,Q3
03-09-2019,2019,2019,September,3,Tuesday,Q3
04-09-2019,2019,2019,September,4,Wednesday,Q3
05-09-2019,2019,2019,September,5,Thursday,Q3
06-09-2019,2019,2019,September,6,Friday,Q3
07-09-2019,2019,2019,September,7,Saturday,Q3
08-09-2019,2019,2019,September,8,Sunday,Q3
09-09-2019,2019,2019,September,9,Monday,Q3
10-09-2019,2019,2019,September,10,Tuesday,Q3
11-09-2019,2019,2019,September,11,Wednesday,Q3
12-09-2019,2019,2019,September,12,Thursday,Q3
13-09-2019,2019,2019,September,13,Friday,Q3
14-09-2019,2019,2019,September,14,Saturday,Q3
15-09-2019,2019,2019,September,15,Sunday,Q3
16-09-2019,2019,2019,September,16,Monday,Q3
17-09-2019,2019,2019,September,17,Tuesday,Q3
18-09-2019,2019,2019,September,18,Wednesday,Q3
19-09-2019,2019,2019,September,19,Thursday,Q3
20-09-2019,2019,2019,September,20,Friday,Q3
21-09-2019,2019,2019,September,21,Saturday,Q3
22-09-2019,2019,2019,September,22,Sunday,Q3
23-09-2019,2019,2019,September,23,Monday,Q3
24-09-2019,2019,2019,September,24,Tuesday,Q3
25-09-2019,2019,2019,September,25,Wednesday,Q3
26-09-2019,2019,2019,September,26,Thursday,Q3
27-09-2019,2019,2019,September,27,Friday,Q3
28-09-2019,2019,2019,September,28,Saturday,Q3
29-09-2019,2019,2019,September,29,Sunday,Q3
30-09-2019,2019,2019,September,30,Monday,Q3
01-04-2019,2019,2019,April,1,Monday,Q2
02-04-2019,2019,2019,April,2,Tuesday,Q2
03-04-2019,2019,2019,April,3,Wednesday,Q2
04-04-2019,2019,2019,April,4,Thursday,Q2
05-04-2019,2019,2019,April,5,Friday,Q2
06-04-2019,2019,2019,April,6,Saturday,Q2
07-04-2019,2019,2019,April,7,Sunday,Q2
08-04-2019,2019,2019,April,8,Monday,Q2
09-04-2019,2019,2019,April,9,Tuesday,Q2
10-04-2019,2019,2019,April,10,Wednesday,Q2
11-04-2019,2019,2019,April,11,Thursday,Q2
12-04-2019,2019,2019,April,12,Friday,Q2
13-04-2019,2019,2019,April,13,Saturday,Q2
14-04-2019,2019,2019,April,14,Sunday,Q2
15-04-2019,2019,2019,April,15,Monday,Q2
16-04-2019,2019,2019,April,16,Tuesday,Q2
17-04-2019,2019,2019,April,17,Wednesday,Q2
18-04-2019,2019,2019,April,18,Thursday,Q2
19-04-2019,2019,2019,April,19,Friday,Q2
20-04-2019,2019,2019,April,20,Saturday,Q2
21-04-2019,2019,2019,April,21,Sunday,Q2
22-04-2019,2019,2019,April,22,Monday,Q2
23-04-2019,2019,2019,April,23,Tuesday,Q2
24-04-2019,2019,2019,April,24,Wednesday,Q2
25-04-2019,2019,2019,April,25,Thursday,Q2
26-04-2019,2019,2019,April,26,Friday,Q2
27-04-2019,2019,2019,April,27,Saturday,Q2
28-04-2019,2019,2019,April,28,Sunday,Q2
29-04-2019,2019,2019,April,29,Monday,Q2
30-04-2019,2019,2019,April,30,Tuesday,Q2
01-05-2019,2019,2019,May,1,Wednesday,Q2
02-05-2019,2019,2019,May,2,Thursday,Q2
03-05-2019,2019,2019,May,3,Friday,Q2
04-05-2019,2019,2019,May,4,Saturday,Q2
05-05-2019,2019,2019,May,5,Sunday,Q2
06-05-2019,2019,2019,May,6,Monday,Q2
07-05-2019,2019,2019,May,7,Tuesday,Q2
08-05-2019,2019,2019,May,8,Wednesday,Q2
09-05-2019,2019,2019,May,9,Thursday,Q2
10-05-2019,2019,2019,May,10,Friday,Q2
11-05-2019,2019,2019,May,11,Saturday,Q2
12-05-2019,2019,2019,May,12,Sunday,Q2
13-05-2019,2019,2019,May,13,Monday,Q2
14-05-2019,2019,2019,May,14,Tuesday,Q2
15-05-2019,2019,2019,May,15,Wednesday,Q2
16-05-2019,2019,2019,May,16,Thursday,Q2
17-05-2019,2019,2019,May,17,Friday,Q2
18-05-2019,2019,2019,May,18,Saturday,Q2
19-05-2019,2019,2019,May,19,Sunday,Q2
20-05-2019,2019,2019,May,20,Monday,Q2
21-05-2019,2019,2019,May,21,Tuesday,Q2
22-05-2019,2019,2019,May,22,Wednesday,Q2
23-05-2019,2019,2019,May,23,Thursday,Q2
24-05-2019,2019,2019,May,24,Friday,Q2
25-05-2019,2019,2019,May,25,Saturday,Q2
26-05-2019,2019,2019,May,26,Sunday,Q2
27-05-2019,2019,2019,May,27,Monday,Q2
28-05-2019,2019,2019,May,28,Tuesday,Q2
29-05-2019,2019,2019,May,29,Wednesday,Q2
30-05-2019,2019,2019,May,30,Thursday,Q2
31-05-2019,2019,2019,May,31,Friday,Q2
01-06-2019,2019,2019,June,1,Saturday,Q2
02-06-2019,2019,2019,June,2,Sunday,Q2
03-06-2019,2019,2019,June,3,Monday,Q2
04-06-2019,2019,2019,June,4,Tuesday,Q2
05-06-2019,2019,2019,June,5,Wednesday,Q2
06-06-2019,2019,2019,June,6,Thursday,Q2
07-06-2019,2019,2019,June,7,Friday,Q2
08-06-2019,2019,2019,June,8,Saturday,Q2
09-06-2019,2019,2019,June,9,Sunday,Q2
10-06-2019,2019,2019,June,10,Monday,Q2
11-06-2019,2019,2019,June,11,Tuesday,Q2
12-06-2019,2019,2019,June,12,Wednesday,Q2
13-06-2019,2019,2019,June,13,Thursday,Q2
14-06-2019,2019,2019,June,14,Friday,Q2
15-06-2019,2019,2019,June,15,Saturday,Q2
16-06-2019,2019,2019,June,16,Sunday,Q2
17-06-2019,2019,2019,June,17,Monday,Q2
18-06-2019,2019,2019,June,18,Tuesday,Q2
19-06-2019,2019,2019,June,19,Wednesday,Q2
20-06-2019,2019,2019,June,20,Thursday,Q2
21-06-2019,2019,2019,June,21,Friday,Q2
22-06-2019,2019,2019,June,22,Saturday,Q2
23-06-2019,2019,2019,June,23,Sunday,Q2
24-06-2019,2019,2019,June,24,Monday,Q2
25-06-2019,2019,2019,June,25,Tuesday,Q2
26-06-2019,2019,2019,June,26,Wednesday,Q2
27-06-2019,2019,2019,June,27,Thursday,Q2
28-06-2019,2019,2019,June,28,Friday,Q2
29-06-2019,2019,2019,June,29,Saturday,Q2
30-06-2019,2019,2019,June,30,Sunday,Q2
01-10-2019,2019,2019,October,1,Tuesday,Q4
02-10-2019,2019,2019,October,2,Wednesday,Q4
03-10-2019,2019,2019,October,3,Thursday,Q4
04-10-2019,2019,2019,October,4,Friday,Q4
05-10-2019,2019,2019,October,5,Saturday,Q4
06-10-2019,2019,2019,October,6,Sunday,Q4
07-10-2019,2019,2019,October,7,Monday,Q4
08-10-2019,2019,2019,October,8,Tuesday,Q4
09-10-2019,2019,2019,October,9,Wednesday,Q4
10-10-2019,2019,2019,October,10,Thursday,Q4
11-10-2019,2019,2019,October,11,Friday,Q4
12-10-2019,2019,2019,October,12,Saturday,Q4
13-10-2019,2019,2019,October,13,Sunday,Q4
14-10-2019,2019,2019,October,14,Monday,Q4
15-10-2019,2019,2019,October,15,Tuesday,Q4
16-10-2019,2019,2019,October,16,Wednesday,Q4
17-10-2019,2019,2019,October,17,Thursday,Q4
18-10-2019,2019,2019,October,18,Friday,Q4
19-10-2019,2019,2019,October,19,Saturday,Q4
20-10-2019,2019,2019,October,20,Sunday,Q4
21-10-2019,2019,2019,October,21,Monday,Q4
22-10-2019,2019,2019,October,22,Tuesday,Q4
23-10-2019,2019,2019,October,23,Wednesday,Q4
24-10-2019,2019,2019,October,24,Thursday,Q4
25-10-2019,2019,2019,October,25,Friday,Q4
26-10-2019,2019,2019,October,26,Saturday,Q4
27-10-2019,2019,2019,October,27,Sunday,Q4
28-10-2019,2019,2019,October,28,Monday,Q4
29-10-2019,2019,2019,October,29,Tuesday,Q4
30-10-2019,2019,2019,October,30,Wednesday,Q4
31-10-2019,2019,2019,October,31,Thursday,Q4
01-11-2019,2019,2019,November,1,Friday,Q4
02-11-2019,2019,2019,November,2,Saturday,Q4
03-11-2019,2019,2019,November,3,Sunday,Q4
04-11-2019,2019,2019,November,4,Monday,Q4
05-11-2019,2019,2019,November,5,Tuesday,Q4
06-11-2019,2019,2019,November,6,Wednesday,Q4
07-11-2019,2019,2019,November,7,Thursday,Q4
08-11-2019,2019,2019,November,8,Friday,Q4
09-11-2019,2019,2019,November,9,Saturday,Q4
10-11-2019,2019,2019,November,10,Sunday,Q4
11-11-2019,2019,2019,November,11,Monday,Q4
12-11-2019,2019,2019,November,12,Tuesday,Q4
13-11-2019,2019,2019,November,13,Wednesday,Q4
14-11-2019,2019,2019,November,14,Thursday,Q4
15-11-2019,2019,2019,November,15,Friday,Q4
16-11-2019,2019,2019,November,16,Saturday,Q4
17-11-2019,2019,2019,November,17,Sunday,Q4
18-11-2019,2019,2019,November,18,Monday,Q4
19-11-2019,2019,2019,November,19,Tuesday,Q4
20-11-2019,2019,2019,November,20,Wednesday,Q4
21-11-2019,2019,2019,November,21,Thursday,Q4
22-11-2019,2019,2019,November,22,Friday,Q4
23-11-2019,2019,2019,November,23,Saturday,Q4
24-11-2019,2019,2019,November,24,Sunday,Q4
25-11-2019,2019,2019,November,25,Monday,Q4
26-11-2019,2019,2019,November,26,Tuesday,Q4
27-11-2019,2019,2019,November,27,Wednesday,Q4
28-11-2019,2019,2019,November,28,Thursday,Q4
29-11-2019,2019,2019,November,29,Friday,Q4
30-11-2019,2019,2019,November,30,Saturday,Q4
01-12-2019,2019,2019,December,1,Sunday,Q4
02-12-2019,2019,2019,December,2,Monday,Q4
03-12-2019,2019,2019,December,3,Tuesday,Q4
04-12-2019,2019,2019,December,4,Wednesday,Q4
05-12-2019,2019,2019,December,5,Thursday,Q4
06-12-2019,2019,2019,December,6,Friday,Q4
07-12-2019,2019,2019,December,7,Saturday,Q4
08-12-2019,2019,2019,December,8,Sunday,Q4
09-12-2019,2019,2019,December,9,Monday,Q4
10-12-2019,2019,2019,December,10,Tuesday,Q4
11-12-2019,2019,2019,December,11,Wednesday,Q4
12-12-2019,2019,2019,December,12,Thursday,Q4
13-12-2019,2019,2019,December,13,Friday,Q4
14-12-2019,2019,2019,December,14,Saturday,Q4
15-12-2019,2019,2019,December,15,Sunday,Q4
16-12-2019,2019,2019,December,16,Monday,Q4
17-12-2019,2019,2019,December,17,Tuesday,Q4
18-12-2019,2019,2019,December,18,Wednesday,Q4
19-12-2019,2019,2019,December,19,Thursday,Q4
20-12-2019,2019,2019,December,20,Friday,Q4
21-12-2019,2019,2019,December,21,Saturday,Q4
22-12-2019,2019,2019,December,22,Sunday,Q4
23-12-2019,2019,2019,December,23,Monday,Q4
24-12-2019,2019,2019,December,24,Tuesday,Q4
25-12-2019,2019,2019,December,25,Wednesday,Q4
26-12-2019,2019,2019,December,26,Thursday,Q4
27-12-2019,2019,2019,December,27,Friday,Q4
28-12-2019,2019,2019,December,28,Saturday,Q4
29-12-2019,2019,2019,December,29,Sunday,Q4
30-12-2019,2019,2019,December,30,Monday,Q4
31-12-2019,2019,2019,December,31,Tuesday,Q4
01-01-2019,2019,2019,January,1,Tuesday,Q1
02-01-2019,2019,2019,January,2,Wednesday,Q1
03-01-2019,2019,2019,January,3,Thursday,Q1
04-01-2019,2019,2019,January,4,Friday,Q1
05-01-2019,2019,2019,January,5,Saturday,Q1
06-01-2019,2019,2019,January,6,Sunday,Q1
07-01-2019,2019,2019,January,7,Monday,Q1
08-01-2019,2019,2019,January,8,Tuesday,Q1
09-01-2019,2019,2019,January,9,Wednesday,Q1
10-01-2019,2019,2019,January,10,Thursday,Q1
11-01-2019,2019,2019,January,11,Friday,Q1
12-01-2019,2019,2019,January,12,Saturday,Q1
13-01-2019,2019,2019,January,13,Sunday,Q1
14-01-2019,2019,2019,January,14,Monday,Q1
15-01-2019,2019,2019,January,15,Tuesday,Q1
16-01-2019,2019,2019,January,16,Wednesday,Q1
17-01-2019,2019,2019,January,17,Thursday,Q1
18-01-2019,2019,2019,January,18,Friday,Q1
19-01-2019,2019,2019,January,19,Saturday,Q1
20-01-2019,2019,2019,January,20,Sunday,Q1
21-01-2019,2019,2019,January,21,Monday,Q1
22-01-2019,2019,2019,January,22,Tuesday,Q1
23-01-2019,2019,2019,January,23,Wednesday,Q1
24-01-2019,2019,2019,January,24,Thursday,Q1
25-01-2019,2019,2019,January,25,Friday,Q1
26-01-2019,2019,2019,January,26,Saturday,Q1
27-01-2019,2019,2019,January,27,Sunday,Q1
28-01-2019,2019,2019,January,28,Monday,Q1
29-01-2019,2019,2019,January,29,Tuesday,Q1
30-01-2019,2019,2019,January,30,Wednesday,Q1
31-01-2019,2019,2019,January,31,Thursday,Q1
01-02-2019,2019,2019,February,1,Friday,Q1
02-02-2019,2019,2019,February,2,Saturday,Q1
03-02-2019,2019,2019,February,3,Sunday,Q1
04-02-2019,2019,2019,February,4,Monday,Q1
05-02-2019,2019,2019,February,5,Tuesday,Q1
06-02-2019,2019,2019,February,6,Wednesday,Q1
07-02-2019,2019,2019,February,7,Thursday,Q1
08-02-2019,2019,2019,February,8,Friday,Q1
09-02-2019,2019,2019,February,9,Saturday,Q1
10-02-2019,2019,2019,February,10,Sunday,Q1
11-02-2019,2019,2019,February,11,Monday,Q1
12-02-2019,2019,2019,February,12,Tuesday,Q1
13-02-2019,2019,2019,February,13,Wednesday,Q1
14-02-2019,2019,2019,February,14,Thursday,Q1
15-02-2019,2019,2019,February,15,Friday,Q1
16-02-2019,2019,2019,February,16,Saturday,Q1
17-02-2019,2019,2019,February,17,Sunday,Q1
18-02-2019,2019,2019,February,18,Monday,Q1
19-02-2019,2019,2019,February,19,Tuesday,Q1
20-02-2019,2019,2019,February,20,Wednesday,Q1
21-02-2019,2019,2019,February,21,Thursday,Q1
22-02-2019,2019,2019,February,22,Friday,Q1
23-02-2019,2019,2019,February,23,Saturday,Q1
24-02-2019,2019,2019,February,24,Sunday,Q1
25-02-2019,2019,2019,February,25,Monday,Q1
26-02-2019,2019,2019,February,26,Tuesday,Q1
27-02-2019,2019,2019,February,27,Wednesday,Q1
28-02-2019,2019,2019,February,28,Thursday,Q1
01-03-2019,2019,2019,March,1,Friday,Q1
02-03-2019,2019,2019,March,2,Saturday,Q1
03-03-2019,2019,2019,March,3,Sunday,Q1
04-03-2019,2019,2019,March,4,Monday,Q1
05-03-2019,2019,2019,March,5,Tuesday,Q1
06-03-2019,2019,2019,March,6,Wednesday,Q1
07-03-2019,2019,2019,March,7,Thursday,Q1
08-03-2019,2019,2019,March,8,Friday,Q1
09-03-2019,2019,2019,March,9,Saturday,Q1
10-03-2019,2019,2019,March,10,Sunday,Q1
11-03-2019,2019,2019,March,11,Monday,Q1
12-03-2019,2019,2019,March,12,Tuesday,Q1
13-03-2019,2019,2019,March,13,Wednesday,Q1
14-03-2019,2019,2019,March,14,Thursday,Q1
15-03-2019,2019,2019,March,15,Friday,Q1
16-03-2019,2019,2019,March,16,Saturday,Q1
17-03-2019,2019,2019,March,17,Sunday,Q1
18-03-2019,2019,2019,March,18,Monday,Q1
19-03-2019,2019,2019,March,19,Tuesday,Q1
20-03-2019,2019,2019,March,20,Wednesday,Q1
21-03-2019,2019,2019,March,21,Thursday,Q1
22-03-2019,2019,2019,March,22,Friday,Q1
23-03-2019,2019,2019,March,23,Saturday,Q1
24-03-2019,2019,2019,March,24,Sunday,Q1
25-03-2019,2019,2019,March,25,Monday,Q1
26-03-2019,2019,2019,March,26,Tuesday,Q1
27-03-2019,2019,2019,March,27,Wednesday,Q1
28-03-2019,2019,2019,March,28,Thursday,Q1
29-03-2019,2019,2019,March,29,Friday,Q1
30-03-2019,2019,2019,March,30,Saturday,Q1
31-03-2019,2019,2019,March,31,Sunday,Q1
